,nl_query,db
3861,"Retrieve the list of facilities open for more than 12 hours a day.
",rdbms
3862,"How many doctors have performed surgeries at each hospital this year?
",rdbms
3863,"List all projects with budgets exceeding $1,000,000.
",rdbms
3864,"What are the retention rates for each client account?
",rdbms
3865,"How many classes have fewer than five students in attendance?
",rdbms
3866,"Show the frequency of service requests by equipment type.
",rdbms
3867,"How many awards has each film in the studio's catalog received?
",rdbms
3868,"Retrieve the distribution list for each company's newsletter.
",rdbms
3869,"What is the employee turnover rate by department over the last five years?
",rdbms
3870,"List the number of overdue tasks for each project milestone.
",rdbms
3871,"How many active patents are registered under each company?
",rdbms
3872,"Show the cumulative work hours for employees working over 40 hours a week.
",rdbms
3873,"What are the unique qualifications among certified professionals?
",rdbms
3874,"List all critics contributing more than five reviews in the last six months.
",rdbms
3875,"Which vendors have been used for supplies more than five times this year?
",rdbms
3876,"What is the effective bandwidth usage across company networks?
",rdbms
3877,"Retrieve attendance records for each online webinar held.
",rdbms
3878,"How many new product features have been launched by the R&D team?
",rdbms
3879,"List the frequency of service requests categorized by severity.
",rdbms
3880,"Show all employees with bonuses exceeding 10% of their annual salary.
",rdbms
3881,"Which regions report higher sales conversion from leads?
",rdbms
3882,"Retrieve the escalation count of issues by support tier level.
",rdbms
3883,"List all employees who were hired before 2005.
",rdbms
3884,"Count the number of orders placed by each customer.
",rdbms
3885,"Display all students who have scored above 85% in Mathematics.
",rdbms
3886,"Find the average salary of employees in each department.
",rdbms
3887,"Retrieve all products that have inventory levels below the reorder threshold.
",rdbms
3888,"Show all flight bookings made within the last 6 months.
",rdbms
3889,"List the top 10 customers by order volume.
",rdbms
3890,"Find the course names and the number of students enrolled in each.
",rdbms
3891,"Display the total sales amount for each product category.
",rdbms
3892,"Retrieve customers who haven't placed an order in the last year.
",rdbms
3893,"Show employees who have not received a promotion in the last 5 years.
",rdbms
3894,"Find the most recent orders placed by international customers.
",rdbms
3895,"Calculate the total revenue from sales in the last fiscal quarter.
",rdbms
3896,"List all employees sorted by their hire date.
",rdbms
3897,"Retrieve all transactions that occurred on a holiday.
",rdbms
3898,"Find the highest-priced product in each category.
",rdbms
3899,"List all active projects and their completion percentages.
",rdbms
3900,"Display customer names and the total amount spent by each in descending order.
",rdbms
3901,"Find all books authored by 'Jane Doe' and published after 2010.
",rdbms
3902,"Show all vendors with whom we have active contracts.
",rdbms
3903,"Retrieve the names and contact details of all employees who are managers.
",rdbms
3904,"List all departments with the number of employees in each.
",rdbms
3905,"Find all classes scheduled for Monday and Wednesday this semester.
",rdbms
3906,"Display students who have not paid their tuition fees.
",rdbms
3907,"Retrieve the average score in each subject across all students.
",rdbms
3908,"List all branches and their corresponding regional managers.
",rdbms
3909,"Find customers with more than three transactions in a single month.
",rdbms
3910,"Show the last login date of users who have not logged in this month.
",rdbms
3911,"Retrieve the list of suppliers and the number of products supplied by each.
",rdbms
3912,"Display all meetings scheduled for next week with their locations.
",rdbms
3913,"Find all patients who have had more than two appointments this year.
",rdbms
3914,"List the top 5 highest grossing movies in the current year.
",rdbms
3915,"Retrieve users who have rated more than 50 items in the system.
",rdbms
3916,"Show employees who will retire in the next 5 years.
",rdbms
3917,"Find all products that have never been sold.
",rdbms
3918,"Display customer feedback submitted within the last week.
",rdbms
3919,"List all invoices with a due date within the next 30 days.
",rdbms
3920,"Retrieve all land parcels with incomplete development status.
",rdbms
3921,"Show all students enrolled in both Math and Science courses.
",rdbms
3922,"Find projects with a start date in the next quarter.
",rdbms
3923,"Retrieve the list of cities with the highest number of sales.
",rdbms
3924,"Display all managers who supervise more than ten employees.
",rdbms
3925,"Find the number of units sold of each product this year.
",rdbms
3926,"List all maintenance requests pending for more than one month.
",rdbms
3927,"Retrieve all active members with expired memberships.
",rdbms
3928,"Show scheduled events for the next three months.
",rdbms
3929,"Find employee pairs that share the same job title but work in different offices.
",rdbms
3930,"Display a list of all vendors who supply both electronics and furniture.
",rdbms
3931,"Retrieve all concerts at venues with a capacity over 5000 seats.
",rdbms
3932,"List all active promotions and their expiration dates.
",rdbms
3933,"Find all library books that have never been checked out.
",rdbms
3934,"Show all bank accounts with a negative balance.
",rdbms
3935,"Retrieve current and past memberships of all club members.
",rdbms
3936,"List all registered vehicles older than 15 years.
",rdbms
3937,"Find properties with a valuation above the median price in their area.
",rdbms
3938,"Display the transaction history of all corporate accounts for last year.
",rdbms
3939,"Show all software licenses that will expire within the next 60 days.
",rdbms
3940,"Retrieve a list of all customers with multiple accounts.
",rdbms
3941,"List all restaurants in the database and their average customer rating.
",rdbms
3942,"Find the total hours worked by each employee this month.
",rdbms
3943,"Show products purchased by employees in the last 6 months.
",rdbms
3944,"Retrieve the number of active licenses per software category.
",rdbms
3945,"List all articles published in the journal's latest issue.
",rdbms
3946,"Find all warehouses with storage utilization below 50%.
",rdbms
3947,"Display vendor payment histories with outstanding balances.
",rdbms
3948,"Show all user accounts locked due to incorrect login attempts.
",rdbms
3949,"Retrieve machinery maintenance records overdue by more than 10 days.
",rdbms
3950,"List all teachers handling three or more different subjects.
",rdbms
3951,"Find stock items with a turnover rate exceeding quarterly projections.
",rdbms
3952,"Display students with identical scores in more than one subject.
",rdbms
3953,"Retrieve all facilities closed temporarily within the calendar year.
",rdbms
3954,"List all conference attendees from the healthcare sector.
",rdbms
3955,"Find all foreign exchange transactions in the messaging system.
",rdbms
3956,"Show all expired subscription services as of last month.
",rdbms
3957,"Retrieve the list of athletes with qualifying scores for the finals.
",rdbms
3958,"List all publications older than 100 years in the library catalog.
",rdbms
3959,"Find all overdue books and their respective borrowers.
",rdbms
3960,"Display the schedule for public transport during holidays.
",rdbms
3961,"Show artists with more than ten artworks listed for sale.
",rdbms
3962,"Retrieve payments processed through multiple payment gateways.
",rdbms
